Date,Consumption
2018-10-14,731441.2200000001
2018-10-15,758269.63
2018-10-16,762426.45
2018-10-17,760366.48
2018-10-18,754322.2300000001
2018-10-19,720905.4299999998
2018-10-20,643643.7999999999
2018-10-21,733228.7300000001
2018-10-22,752841.7899999999
2018-10-23,758278.9699999999
2018-10-24,776692.7100000001
2018-10-25,762199.28
2018-10-26,723658.9899999999
2018-10-27,626508.4199999999
2018-10-28,645025.25
2018-10-29,737841.3900000002
2018-10-30,759192.7499999999
2018-10-31,756588.8600000001
2018-11-01,758905.12
2018-11-02,722076.99
2018-11-03,646656.64
2018-11-04,751219.76
2018-11-05,769101.0900000001
2018-11-06,779519.32
2018-11-07,780052.1399999999
2018-11-08,776305.88
2018-11-09,743097.1900000001
2018-11-10,661648.51
2018-11-11,754958.49
2018-11-12,788531.81
2018-11-13,808289.55
2018-11-14,819098.1299999999
2018-11-15,831420.5199999998
2018-11-16,798734.4599999998
2018-11-17,705078.52
2018-11-18,791733.5100000001
2018-11-19,806949.29
2018-11-20,817696.5599999998
2018-11-21,821100.2200000001
2018-11-22,826071.9099999997
2018-11-23,784498.6800000002
2018-11-24,695584.9
2018-11-25,802490.73
2018-11-26,823102.2099999997
2018-11-27,825813.87
2018-11-28,844257.08
2018-11-29,845118.1199999999
2018-11-30,787967.7899999999
2018-12-01,691573.44
2018-12-02,801297.0099999999
2018-12-03,836199.1900000001
2018-12-04,837741.1099999999
2018-12-05,856457.7600000001
2018-12-06,852298.39
2018-12-07,797293.5000000001
2018-12-08,706727.5599999999
2018-12-09,824011.32
2018-12-10,844437.6400000001
2018-12-11,859627.4599999998
2018-12-12,850659.3699999999
2018-12-13,866641.45
2018-12-14,797173.1600000001
2018-12-15,707284.15
2018-12-16,826149.98
2018-12-17,850898.0900000001
2018-12-18,870024.51
2018-12-19,863621.92
2018-12-20,845343.4899999999
2018-12-21,793960.16
2018-12-22,710484.05
2018-12-23,807873.59
2018-12-24,851677.4099999999
2018-12-25,857572.6399999999
2018-12-26,856515.3400000001
2018-12-27,830760.5400000002
2018-12-28,792394.9899999999
2018-12-29,723854.76
2018-12-30,749153.0000000001
2018-12-31,678415.15
2019-01-01,828447.0599999999
2019-01-02,847902.84
2019-01-03,844103.21
2019-01-04,806962.9
2019-01-05,737811.86
2019-01-06,859804.7899999999
2019-01-07,892253.0199999999
2019-01-08,880537.8999999999
2019-01-09,875131.1699999998
2019-01-10,860485.0199999999
2019-01-11,816173.56
2019-01-12,735698.0999999999
2019-01-13,847880.9599999997
2019-01-14,870929.2300000001
2019-01-15,873178.6300000001
2019-01-16,863061.12
2019-01-17,850253.1399999999
2019-01-18,803261.3899999999
2019-01-19,707275.2999999999
2019-01-20,834527.7700000003
2019-01-21,846972.6
2019-01-22,834011.7800000001
2019-01-23,834874.6299999999
2019-01-24,821515.66
2019-01-25,774424.86
2019-01-26,700305.03
2019-01-27,795037.2100000001
2019-01-28,803406.9700000001
2019-01-29,819632.1300000002
2019-01-30,824514.55
2019-01-31,817487.04
2019-02-01,762466.87
2019-02-02,678637.93
2019-02-03,780551.83
2019-02-04,798087.77
2019-02-05,836350.9800000001
2019-02-06,857044.8699999999
2019-02-07,857139.6600000001
2019-02-08,813392.3499999999
2019-02-09,723120.71
2019-02-10,805065.6699999999
2019-02-11,817984.3499999999
2019-02-12,847102.1399999998
2019-02-13,862453.81
2019-02-14,862945.3
2019-02-15,806361.2699999999
2019-02-16,701973.65
2019-02-17,805758.05
2019-02-18,813988.0399999998
2019-02-19,816576.5300000001
2019-02-20,819898.0100000001
2019-02-21,821742.15
2019-02-22,807976.2799999999
2019-02-23,721977.0199999999
2019-02-24,830245.8100000002
2019-02-25,850106.0400000002
2019-02-26,857408.23
2019-02-27,856513.66
2019-02-28,814664.4100000001
2019-03-01,778160.3099999997
2019-03-02,706250.98
2019-03-03,811921.7299999999
2019-03-04,807747.29
2019-03-05,808466.43
2019-03-06,797396.6100000001
2019-03-07,769945.4099999999
2019-03-08,730046.9100000001
2019-03-09,651553.15
2019-03-10,740900.63
2019-03-11,791550.5599999999
2019-03-12,809599.24
2019-03-13,815436.8500000002
2019-03-14,826733.8300000001
2019-03-15,778122.33
2019-03-16,673862.13
2019-03-17,749898.9099999998
2019-03-18,759309.6
2019-03-19,769567.6200000001
2019-03-20,774522.1299999999
2019-03-21,767047.93
2019-03-22,735716.2700000001
2019-03-23,681938.52
2019-03-24,777794.6900000001
2019-03-25,786238.8500000001
2019-03-26,793213.2399999999
2019-03-27,801886.64
2019-03-28,829521.3799999999
2019-03-29,781999.84
2019-03-30,672904.68
2019-03-31,787258.7799999999
2019-04-01,799758.0400000002
2019-04-02,800719.81
2019-04-03,797287.0400000002
2019-04-04,784322.7999999998
2019-04-05,753266.99
2019-04-06,672119.94
2019-04-07,751312.86
2019-04-08,776771.0699999998
2019-04-09,788558.7499999999
2019-04-10,784047.88
2019-04-11,761230.7000000001
2019-04-12,721244.4599999998
2019-04-13,641148.1499999999
2019-04-14,751085.2800000001
2019-04-15,796949.0399999999
2019-04-16,798828.9700000001
2019-04-17,797276.12
2019-04-18,802421.1399999999
2019-04-19,778741.3899999999
2019-04-20,695621.04
2019-04-21,761517.95
2019-04-22,705888.8700000001
2019-04-23,762963.33
2019-04-24,761914.0600000004
2019-04-25,758551.2599999999
2019-04-26,721383.0199999999
2019-04-27,633878.32
2019-04-28,728672.3899999998
2019-04-29,736361.4300000002
2019-04-30,660388.72
2019-05-01,736810.1800000002
2019-05-02,740494.4399999998
2019-05-03,716775.5700000001
2019-05-04,648859.11
2019-05-05,725595.8400000001
2019-05-06,749458.5600000003
2019-05-07,759151.75
2019-05-08,759396.2800000001
2019-05-09,769703.8799999999
2019-05-10,742136.3600000001
2019-05-11,649732.09
2019-05-12,736163.2100000001
2019-05-13,765930.06
2019-05-14,779244.95
2019-05-15,793522.2499999999
2019-05-16,790922.99
2019-05-17,759264.29
2019-05-18,671146.79
2019-05-19,772446.19
2019-05-20,805777.61
2019-05-21,814385.28
2019-05-22,822231.96
2019-05-23,807473.25
2019-05-24,773852.97
2019-05-25,700460.9299999998
2019-05-26,791412.19
2019-05-27,824840.91
2019-05-28,837201.1699999998
2019-05-29,843910.15
2019-05-30,837838.89
2019-05-31,779457.3500000001
2019-06-01,696628.2699999999
2019-06-02,632409.8
2019-06-03,529731.88
2019-06-04,534571.79
2019-06-05,566460.8400000002
2019-06-06,655563.06
2019-06-07,685963.31
2019-06-08,666295.86
2019-06-09,771207.6400000001
2019-06-10,805357.4400000002
2019-06-11,814125.7600000001
2019-06-12,824198.14
2019-06-13,818732.8500000002
2019-06-14,782334.9199999999
2019-06-15,704059.6699999999
2019-06-16,813989.93
2019-06-17,836883.7799999999
2019-06-18,833759.1200000001
2019-06-19,828896.5
2019-06-20,830236.33
2019-06-21,804349.2700000001
2019-06-22,730492.43
2019-06-23,852219.8399999999
2019-06-24,898223.79
2019-06-25,916785.49
2019-06-26,924249.6099999999
2019-06-27,909568.4099999999
2019-06-28,849661.28
2019-06-29,738249.1900000001
2019-06-30,832864.9
2019-07-01,885410.3999999999
2019-07-02,907217.2100000001
2019-07-03,922305.1699999999
2019-07-04,925635.2900000002
2019-07-05,883701.5299999999
2019-07-06,786547.84
2019-07-07,906906.8900000001
2019-07-08,948102.08
2019-07-09,944781.1000000001
2019-07-10,914066.3199999998
2019-07-11,894601.5900000001
2019-07-12,842827.28
2019-07-13,743699.8900000001
2019-07-14,765221.1500000001
2019-07-15,862443.97
2019-07-16,881814.1700000002
2019-07-17,877336.2300000001
2019-07-18,881159.9099999999
2019-07-19,856955.95
2019-07-20,775774.7
2019-07-21,894256.2500000001
2019-07-22,928921.4000000001
2019-07-23,928406.7599999999
2019-07-24,926867.9100000001
2019-07-25,923850.47
2019-07-26,886206.4900000002
2019-07-27,804012.1699999999
2019-07-28,926498.4499999998
2019-07-29,958692.7200000001
2019-07-30,963688.3100000002
2019-07-31,968047.93
2019-08-01,962469.0300000003
2019-08-02,917291.78
2019-08-03,823431.08
2019-08-04,914730.8799999999
2019-08-05,922815.2199999999
2019-08-06,919478.9
2019-08-07,919940.8400000001
2019-08-08,900572.7399999999
2019-08-09,746867.7999999999
2019-08-10,632688.2499999999
2019-08-11,655952.54
2019-08-12,684727.3099999999
2019-08-13,722817.74
2019-08-14,842426.7100000001
2019-08-15,851037.3099999999
2019-08-16,814721.5499999999
2019-08-17,747993.0499999999
2019-08-18,853884.3499999999
2019-08-19,891049.7400000001
2019-08-20,891718.01
2019-08-21,901403.4
2019-08-22,907222.4099999999
2019-08-23,877759.3800000001
2019-08-24,799815.16
2019-08-25,925940.3300000001
2019-08-26,945699.84
2019-08-27,933874.6799999999
2019-08-28,917111.11
2019-08-29,826214.71
2019-08-30,801799.5099999999
2019-08-31,757774.69
2019-09-01,881451.3400000001
2019-09-02,901080.3799999998
2019-09-03,899621.0399999999
2019-09-04,888977.7999999999
2019-09-05,877058.8400000001
2019-09-06,827973.94
2019-09-07,738929.51
2019-09-08,839070.9100000001
2019-09-09,860690.3499999999
2019-09-10,865647.5099999998
2019-09-11,863468.19
2019-09-12,845986.1100000001
2019-09-13,798045.1299999999
2019-09-14,705284.2
2019-09-15,807066.26
2019-09-16,819044.06
2019-09-17,820813.43
2019-09-18,820973.2000000001
2019-09-19,804155.73
2019-09-20,763560.69
2019-09-21,662408.4599999998
2019-09-22,755722.8300000001
2019-09-23,781993.6599999998
2019-09-24,790835.0900000001
2019-09-25,785496.59
2019-09-26,785270.3
2019-09-27,751040.8199999998
2019-09-28,664945.02
2019-09-29,761379.59
2019-09-30,778006.3600000001
2019-10-01,784800.93
2019-10-02,785727.79
2019-10-03,782614.6799999999
2019-10-04,736929.4400000001
2019-10-05,651366.53
2019-10-06,738455.5400000002
2019-10-07,770858.8800000001
2019-10-08,765447.9600000001
2019-10-09,765054.23
2019-10-10,763606.8899999999
2019-10-11,724288.99
2019-10-12,647794.8999999999
2019-10-13,744429.1799999999
2019-10-14,765952.7400000001
2019-10-15,771719.7899999998
2019-10-16,771342.9199999999
2019-10-17,764368.6000000002
2019-10-18,728726.3100000002
2019-10-19,641373.88
2019-10-20,738241.56
2019-10-21,763348.4599999998
2019-10-22,757892.52
2019-10-23,761193.47
2019-10-24,757336.51
2019-10-25,725304.2599999999
2019-10-26,643927.5
2019-10-27,687326.0700000001
2019-10-28,664088.2999999999
2019-10-29,745798.51
2019-10-30,762912.4299999999
2019-10-31,778573.21
2019-11-01,728595.7800000001
2019-11-02,651677.3299999998
2019-11-03,756384.3
2019-11-04,777776.86
2019-11-05,770393.44
2019-11-06,771087.65
2019-11-07,763610.76
2019-11-08,735603.64
2019-11-09,657594.8199999998
2019-11-10,759939.4400000002
2019-11-11,780205.8699999999
2019-11-12,784087.8
2019-11-13,796674.91
2019-11-14,791084.91
2019-11-15,742117.1
2019-11-16,662654.14
2019-11-17,774361.2300000002
2019-11-18,799483.03
2019-11-19,799550.3800000001
2019-11-20,805276.2500000001
2019-11-21,813510.76
2019-11-22,768607.7199999999
2019-11-23,697866.4300000002
2019-11-24,808660.14
2019-11-25,832528.5299999999
2019-11-26,840955.4200000002
2019-11-27,826230.53
2019-11-28,829050.9599999998
2019-11-29,781171.1999999998
2019-11-30,715214.5999999997
2019-12-01,807379.19
2019-12-02,831021.6900000002
2019-12-03,865567.0900000001
2019-12-04,872567.5900000002
2019-12-05,862715.75
2019-12-06,820153.1199999999
2019-12-07,738047.64
2019-12-08,849066.1199999999
2019-12-09,864545.4199999998
2019-12-10,869272.6799999999
2019-12-11,873325.83
2019-12-12,857277.3200000001
2019-12-13,812841.82
2019-12-14,717411.67
2019-12-15,817161.55
2019-12-16,834769.52
2019-12-17,832895.1599999999
2019-12-18,834390.1899999998
2019-12-19,833941.0099999999
2019-12-20,793832.07
2019-12-21,720136.9300000002
2019-12-22,823278.71
2019-12-23,850515.7999999997
2019-12-24,859269.7699999998
2019-12-25,872000.95
2019-12-26,856584.1500000001
2019-12-27,824617.0200000001
2019-12-28,761802.78
2019-12-29,847742.16
2019-12-30,798626.5700000001
2019-12-31,684709.9199999999
