Date,Consumption,Atypical_Day,Religious Holidays,Consumption_t-1,Consumption_t-2,Consumption_t-3,Consumption_t-4,Consumption_t-5,Consumption_t-6,Consumption_t-7,Consumption_t-8,Consumption_t-9,Consumption_t-10,Consumption_t-11,Consumption_t-12,Consumption_t-13,Consumption_t-14
2016-10-31,754050.9699999999,0.0,0.0,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95,628090.8100000003,701891.3099999999,730429.9799999995,734830.7799999998,731868.7300000002,727011.23
2016-11-01,766915.27,0.0,0.0,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95,628090.8100000003,701891.3099999999,730429.9799999995,734830.7799999998,731868.7300000002
2016-11-02,770056.5000000001,0.0,0.0,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95,628090.8100000003,701891.3099999999,730429.9799999995,734830.7799999998
2016-11-03,771021.3099999998,0.0,0.0,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95,628090.8100000003,701891.3099999999,730429.9799999995
2016-11-04,734134.74,0.0,0.0,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95,628090.8100000003,701891.3099999999
2016-11-05,650952.9400000001,1.0,0.0,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95,628090.8100000003
2016-11-06,737963.7899999998,1.0,0.0,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83,715966.95
2016-11-07,748179.5999999999,0.0,0.0,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64,734700.83
2016-11-08,747610.0299999998,0.0,0.0,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28,736994.64
2016-11-09,746174.85,0.0,0.0,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998,743906.28
2016-11-10,742460.07,0.0,0.0,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84,726381.4299999998
2016-11-11,716228.4400000002,0.0,0.0,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01,664622.84
2016-11-12,641097.3,1.0,0.0,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002,623584.01
2016-11-13,741155.4000000001,1.0,0.0,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999,730197.6000000002
2016-11-14,777007.2299999999,0.0,0.0,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27,754050.9699999999
2016-11-15,790235.5299999998,0.0,0.0,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001,766915.27
2016-11-16,789288.1299999999,0.0,0.0,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998,770056.5000000001
2016-11-17,785578.3899999999,0.0,0.0,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74,771021.3099999998
2016-11-18,756954.52,0.0,0.0,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001,734134.74
2016-11-19,672783.28,1.0,0.0,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998,650952.9400000001
2016-11-20,771323.3400000002,1.0,0.0,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999,737963.7899999998
2016-11-21,788936.4199999998,0.0,0.0,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998,748179.5999999999
2016-11-22,797005.25,0.0,0.0,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85,747610.0299999998
2016-11-23,802659.5599999998,0.0,0.0,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07,746174.85
2016-11-24,799929.64,0.0,0.0,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002,742460.07
2016-11-25,767459.4500000002,0.0,0.0,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3,716228.4400000002
2016-11-26,686944.9599999997,1.0,0.0,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001,641097.3
2016-11-27,784829.73,1.0,0.0,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999,741155.4000000001
2016-11-28,815194.4500000002,0.0,0.0,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998,777007.2299999999
2016-11-29,828873.81,0.0,0.0,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999,790235.5299999998
2016-11-30,830127.7200000002,0.0,0.0,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999,789288.1299999999
2016-12-01,815339.02,0.0,0.0,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52,785578.3899999999
2016-12-02,771380.8300000002,0.0,0.0,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28,756954.52
2016-12-03,695599.76,1.0,0.0,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002,672783.28
2016-12-04,802376.05,1.0,0.0,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998,771323.3400000002
2016-12-05,824774.7699999998,0.0,0.0,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25,788936.4199999998
2016-12-06,834825.4100000001,0.0,0.0,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998,797005.25
2016-12-07,838772.9099999998,0.0,0.0,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64,802659.5599999998
2016-12-08,834085.5800000002,0.0,0.0,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002,799929.64
2016-12-09,789027.5199999998,0.0,0.0,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997,767459.4500000002
2016-12-10,697855.84,1.0,0.0,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73,686944.9599999997
2016-12-11,805813.5800000002,1.0,0.0,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002,784829.73
2016-12-12,836268.72,0.0,0.0,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81,815194.4500000002
2016-12-13,828297.97,0.0,0.0,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002,828873.81
2016-12-14,847469.4799999999,0.0,0.0,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02,830127.7200000002
2016-12-15,858301.7099999998,0.0,0.0,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002,815339.02
2016-12-16,820220.69,0.0,0.0,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76,771380.8300000002
2016-12-17,730684.3699999999,1.0,0.0,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05,695599.76
2016-12-18,851992.3699999999,1.0,0.0,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998,802376.05
2016-12-19,867886.15,0.0,0.0,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001,824774.7699999998
2016-12-20,875343.7700000001,0.0,0.0,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998,834825.4100000001
2016-12-21,865912.4400000002,0.0,0.0,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002,838772.9099999998
2016-12-22,846334.73,0.0,0.0,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998,834085.5800000002
2016-12-23,813948.93,0.0,0.0,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84,789027.5199999998
2016-12-24,730146.1599999998,1.0,0.0,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002,697855.84
2016-12-25,836172.2999999998,1.0,0.0,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72,805813.5800000002
2016-12-26,847756.5599999998,0.0,0.0,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97,836268.72
2016-12-27,849580.31,0.0,0.0,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999,828297.97
2016-12-28,815255.4999999999,0.0,0.0,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998,847469.4799999999
2016-12-29,771641.28,0.0,0.0,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69,858301.7099999998
2016-12-30,728088.61,0.0,0.0,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999,820220.69
2016-12-31,650391.8699999999,1.0,1.0,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999,730684.3699999999
2017-01-01,795405.1499999998,1.0,0.0,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15,851992.3699999999
2017-01-02,834470.27,0.0,0.0,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001,867886.15
2017-01-03,846016.81,0.0,0.0,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002,875343.7700000001
2017-01-04,842624.4800000002,0.0,0.0,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73,865912.4400000002
2017-01-05,812795.69,0.0,0.0,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93,846334.73
2017-01-06,776139.58,0.0,0.0,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998,813948.93
2017-01-07,722353.4799999999,1.0,0.0,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998,730146.1599999998
2017-01-08,830534.32,1.0,0.0,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998,836172.2999999998
2017-01-09,852199.9299999998,0.0,0.0,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31,847756.5599999998
2017-01-10,834965.7999999998,0.0,0.0,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999,849580.31
2017-01-11,842998.42,0.0,0.0,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28,815255.4999999999
2017-01-12,835216.5700000002,0.0,0.0,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61,771641.28
2017-01-13,795752.7199999999,0.0,0.0,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999,728088.61
2017-01-14,715857.6699999998,1.0,0.0,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998,650391.8699999999
2017-01-15,824646.9500000002,1.0,0.0,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27,795405.1499999998
2017-01-16,833083.2500000001,0.0,0.0,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81,834470.27
2017-01-17,827494.7000000002,0.0,0.0,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002,846016.81
2017-01-18,832395.2999999997,0.0,0.0,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69,842624.4800000002
2017-01-19,836956.8300000002,0.0,0.0,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58,812795.69
2017-01-20,790988.9699999999,0.0,0.0,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999,776139.58
2017-01-21,705971.6299999999,1.0,0.0,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32,722353.4799999999
2017-01-22,819845.0699999998,1.0,0.0,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998,830534.32
2017-01-23,845712.78,0.0,0.0,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998,852199.9299999998
2017-01-24,853013.9499999998,0.0,0.0,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42,834965.7999999998
2017-01-25,860428.8400000002,0.0,0.0,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002,842998.42
2017-01-26,858002.7899999998,0.0,0.0,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999,835216.5700000002
2017-01-27,810435.25,0.0,0.0,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998,795752.7199999999
2017-01-28,717400.4299999998,1.0,0.0,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002,715857.6699999998
2017-01-29,839911.28,1.0,0.0,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001,824646.9500000002
2017-01-30,858534.2500000001,0.0,0.0,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002,833083.2500000001
2017-01-31,855647.73,0.0,0.0,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997,827494.7000000002
2017-02-01,851151.2300000002,0.0,0.0,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002,832395.2999999997
2017-02-02,836013.2400000001,0.0,0.0,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999,836956.8300000002
2017-02-03,793508.32,0.0,0.0,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999,790988.9699999999
2017-02-04,707986.4299999998,1.0,0.0,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998,705971.6299999999
2017-02-05,802803.22,1.0,0.0,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78,819845.0699999998
2017-02-06,806591.0499999998,0.0,0.0,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998,845712.78
2017-02-07,813709.9199999998,0.0,0.0,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002,853013.9499999998
2017-02-08,824613.77,0.0,0.0,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998,860428.8400000002
2017-02-09,822426.8200000002,0.0,0.0,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25,858002.7899999998
2017-02-10,792344.1399999999,0.0,0.0,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998,810435.25
2017-02-11,714958.7900000002,1.0,0.0,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28,717400.4299999998
2017-02-12,833064.22,1.0,0.0,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001,839911.28
2017-02-13,857279.1099999999,0.0,0.0,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73,858534.2500000001
2017-02-14,870000.71,0.0,0.0,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002,855647.73
2017-02-15,866734.64,0.0,0.0,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001,851151.2300000002
2017-02-16,843609.0299999998,0.0,0.0,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32,836013.2400000001
2017-02-17,801444.83,0.0,0.0,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998,793508.32
2017-02-18,703597.5199999999,1.0,0.0,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22,707986.4299999998
2017-02-19,808597.0099999999,1.0,0.0,703597.5199999999,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998,802803.22
2017-02-20,818787.6800000002,0.0,0.0,808597.0099999999,703597.5199999999,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998,806591.0499999998
2017-02-21,820504.9299999998,0.0,0.0,818787.6800000002,808597.0099999999,703597.5199999999,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77,813709.9199999998
2017-02-22,801877.72,0.0,0.0,820504.9299999998,818787.6800000002,808597.0099999999,703597.5199999999,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002,824613.77
2017-02-23,790916.53,0.0,0.0,801877.72,820504.9299999998,818787.6800000002,808597.0099999999,703597.5199999999,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999,822426.8200000002
2017-02-24,754708.62,0.0,0.0,790916.53,801877.72,820504.9299999998,818787.6800000002,808597.0099999999,703597.5199999999,801444.83,843609.0299999998,866734.64,870000.71,857279.1099999999,833064.22,714958.7900000002,792344.1399999999
